,Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50
3564,2008-01-23,TATAMOTORS,680,710,639,658.85,650.9,1051545,700451853.9,666.12,,1.221385774,743.9425,734.68
3565,2008-01-24,TATAMOTORS,673,693.4,645,658.55,658.85,1152704,771998217,669.73,,-0.0455338848,740.0325,733.698
3566,2008-01-25,TATAMOTORS,667.1,718,667,710.45,658.55,1218813,857176452.6,703.29,,7.880950573,739.0875,733.928
3567,2008-01-28,TATAMOTORS,705,739.7,670,712.75,710.45,620145,432406543.7,697.27,,0.3237384756,737.63,734.241
3568,2008-01-29,TATAMOTORS,720.1,737.5,701,715.8,712.75,507027,364699003.4,719.29,,0.4279200281,735.3025,734.495
3569,2008-01-30,TATAMOTORS,723.9,723.9,686.25,696.95,715.8,653612,458391900.8,701.32,,-2.633417156,730.4725,734.265
3570,2008-01-31,TATAMOTORS,709,720,686.6,699.45,696.95,1435453,1013136039,705.8,,0.3587057895,725.865,734.428
3571,2008-02-01,TATAMOTORS,708,760,706,753.5,699.45,1416266,1045669088,738.33,,7.727500179,724.4575,735.608
3572,2008-02-04,TATAMOTORS,765,787.8,754,770,753.5,1225673,948317862.7,773.71,,2.189781022,723.6875,736.721
3573,2008-02-05,TATAMOTORS,770,774,745,754,770,876988,662522238.9,755.45,,-2.077922078,722.6425,737.566
3574,2008-02-06,TATAMOTORS,733.95,743,702.6,735.95,754,647497,470940516.4,727.32,,-2.393899204,720.93,737.89
3575,2008-02-07,TATAMOTORS,740,748.9,698.05,715.1,735.95,528624,380192996.3,719.21,,-2.833072899,719.225,737.767
3576,2008-02-08,TATAMOTORS,717,730,697.05,710.95,715.1,287893,204885549.6,711.67,,-0.5803384142,716.6175,737.622
3521,2008-02-11,TATAMOTORS,707.3,723.8,685,700.85,710.95,563497,394890264.3,700.79,,-1.420634362,713.38,736.99
3522,2008-02-12,TATAMOTORS,700.85,710.4,688.65,693.9,700.85,535366,373158299.4,697.02,,-0.9916529928,709.625,736.145
3523,2008-02-13,TATAMOTORS,700,719.9,700,714.8,693.9,565686,401938346.7,710.53,,3.011961378,707.8675,735.615
3524,2008-02-14,TATAMOTORS,724.1,743.8,721.55,733.15,714.8,559563,410246631.8,733.16,,2.567151651,707.6925,734.83
3525,2008-02-15,TATAMOTORS,725,756,715,751.85,733.15,547703,405858062.3,741.02,,2.550637659,709.57,734.358
3526,2008-02-18,TATAMOTORS,724.05,755,724.05,732.7,751.85,421733,308587993.3,731.71,,-2.547050608,713.5225,733.666
3527,2008-02-19,TATAMOTORS,740,750.8,735.1,739.65,732.7,945757,704786660.2,745.21,,0.948546472,717.96,733.13
3528,2008-02-20,TATAMOTORS,738.8,738.8,700,710.3,739.65,469102,333166567.7,710.22,,-3.968093017,720.5325,731.832
3529,2008-02-21,TATAMOTORS,715,729,703.2,708.05,710.3,479113,341418940.2,712.61,,-0.316767563,723.0075,730.592
3530,2008-02-22,TATAMOTORS,708.5,708.5,690,696.05,708.05,779848,542067216.2,695.09,,-1.694795565,722.2875,729.25
3531,2008-02-25,TATAMOTORS,700.1,715,695,705.85,696.05,483149,338147734.6,699.88,,1.407944832,721.9425,728.47
3532,2008-02-26,TATAMOTORS,710,714,700.15,704.15,705.85,711768,502500179.5,705.99,,-0.240844372,721.36,728.518
3533,2008-02-27,TATAMOTORS,705.1,717.95,705,707.85,704.15,966406,685364508,709.19,,0.5254562238,721.905,728.631
3534,2008-02-28,TATAMOTORS,705,714.9,703.35,709.8,707.85,1112006,788217959.2,708.83,,0.2754820937,722.4225,729.013
3535,2008-02-29,TATAMOTORS,709.8,715,686.3,700.35,709.8,1749326,1224161444,699.79,,-1.331360947,719.765,728.817
3536,2008-03-03,TATAMOTORS,700.35,709.95,685,695.1,700.35,712367,498741259.7,700.12,,-0.7496251874,716.02,728.111
3537,2008-03-04,TATAMOTORS,703,706.95,688.4,702.2,695.1,858233,601820197.8,701.23,,1.021435765,713.43,727.113
3538,2008-03-05,TATAMOTORS,703,711.95,700,704.35,702.2,648476,457335010.7,705.25,,0.3061805753,711.85,726.465
3539,2008-03-07,TATAMOTORS,701.1,701.1,658,671.8,704.35,572299,383220697.9,669.62,,-4.621282033,709.685,725.166
3540,2008-03-10,TATAMOTORS,672.5,699.7,611.65,674.8,671.8,527292,353130249,669.71,,0.4465614766,707.8775,724.075
3541,2008-03-11,TATAMOTORS,675,675,650.1,653.3,674.8,933716,614453331.7,658.07,,-3.186129223,705.5,722.303
3542,2008-03-12,TATAMOTORS,669,669,638.3,645.1,653.3,1676823,1084470242,646.74,,-1.25516608,703.06,719.958
3543,2008-03-13,TATAMOTORS,640,675,614.15,621.35,645.1,888435,556452491.3,626.33,,-3.681599752,698.3875,716.514
3544,2008-03-14,TATAMOTORS,624,645,624,637.65,621.35,492921,312698842.1,634.38,,2.62332019,693.6125,713.435
3545,2008-03-17,TATAMOTORS,625,629.7,597.1,609.4,637.65,772893,470112867.9,608.25,,-4.430330118,686.49,709.99
3546,2008-03-18,TATAMOTORS,609.4,625,597,619.45,609.4,1331587,808853944.6,607.44,,1.649163111,680.8275,706.671
3547,2008-03-19,TATAMOTORS,633.1,655,632,650.65,619.45,1114880,719839920.4,645.67,,5.036726128,676.3775,704.186
3495,2008-03-24,TATAMOTORS,651.95,669.95,651.95,663.2,650.65,1067179,708265675.6,663.68,,1.92884039,674.0225,702.046
3496,2008-03-25,TATAMOTORS,670,685,670,680.1,663.2,557364,378356947.9,678.83,,2.548250905,672.625,700.664
3497,2008-03-26,TATAMOTORS,690,694,651.05,678.75,680.1,1790485,1198478902,669.36,,-0.1985002206,671.76,698.977
3498,2008-03-27,TATAMOTORS,670,673.6,628.35,655.35,678.75,4081251,2653301294,650.12,,-3.447513812,669.235,696.772
3499,2008-03-28,TATAMOTORS,654,654,633.1,646.05,655.35,2298119,1482031295,644.89,,-1.419089036,666.33,694.313
3500,2008-03-31,TATAMOTORS,641,645,617.35,622.7,646.05,1163542,730196668.7,627.56,,-3.614271341,662.0725,691.768
3501,2008-04-01,TATAMOTORS,625,635.5,615.25,628.2,622.7,624454,391899762.8,627.59,,0.8832503613,657.9925,689.599
3502,2008-04-02,TATAMOTORS,642,642,631,635.75,628.2,965134,615376171.4,637.61,,1.201846546,654.7625,688.028
3503,2008-04-03,TATAMOTORS,640,650,620.05,629.2,635.75,880159,557212366.9,633.08,,-1.030279198,651.4675,687.539
3504,2008-04-04,TATAMOTORS,630,634.75,603.5,612.7,629.2,728181,446833501.3,613.63,,-2.622377622,646.9925,686.775
3505,2008-04-07,TATAMOTORS,615,635,614.25,632.05,612.7,1072708,672228097.6,626.66,,3.15815244,643.3775,686.239
3506,2008-04-08,TATAMOTORS,635.1,635.1,622,629.6,632.05,484919,303873464.8,626.65,,-0.3876275611,641.2675,685.66
3507,2008-04-09,TATAMOTORS,622,633.75,621,631.75,629.6,353439,222006822.6,628.13,,0.3414866582,639.115,684.086
3508,2008-04-10,TATAMOTORS,620,641,619,623.3,631.75,2379947,1516917295,637.37,,-1.337554412,637.615,682.297
3509,2008-04-11,TATAMOTORS,634,635,619.5,622.45,623.3,320735,200708841.2,625.78,,-0.1363709289,636.4825,680.43
3510,2008-04-15,TATAMOTORS,617,633.9,602.3,623.55,622.45,655018,408246898.5,623.26,,0.1767210218,636.5925,678.962
3511,2008-04-16,TATAMOTORS,630,633,611.5,613.55,623.55,871985,537565657.7,616.48,,-1.603720632,635.3875,677.244
3512,2008-04-17,TATAMOTORS,621,623.8,614.5,617.45,613.55,684621,422653543.9,617.35,,0.6356450167,635.79,674.523
3513,2008-04-21,TATAMOTORS,620,631.8,620,622.05,617.45,360881,225183915.1,623.98,,0.7449995951,635.92,671.564
3514,2008-04-22,TATAMOTORS,625,634.7,618,632.8,622.05,514607,324679520.3,630.93,,1.728156901,635.0275,669.14
3515,2008-04-23,TATAMOTORS,633,638.8,632.25,635.45,632.8,271195,172344116.3,635.5,,0.4187737042,633.64,667.13
3516,2008-04-24,TATAMOTORS,638,650,623.65,641.1,635.45,939461,599203153.7,637.82,,0.8891336848,631.69,665.65
3517,2008-04-25,TATAMOTORS,646.1,655.7,635.15,639.3,641.1,607990,388572359.8,639.11,,-0.280767431,629.7175,664.217
3518,2008-04-28,TATAMOTORS,644.05,647.9,627,634.1,639.3,331403,210979954.3,636.63,,-0.8133896449,628.655,662.882
3519,2008-04-29,TATAMOTORS,636,648.55,631.5,639.85,634.1,275545,176506664.1,640.57,,0.9067970352,628.345,661.801
3468,2008-04-30,TATAMOTORS,642.9,669,642.9,664.5,639.85,886011,583088845.6,658.11,,3.852465422,630.435,660.795
3520,2008-04-30,TATAMOTORS,642.9,669,642.9,664.5,639.85,886011,583088845.6,658.11,,3.852465422,632.25,659.422
3469,2008-05-02,TATAMOTORS,668.1,695,668.1,691.55,664.5,972645,668749936.5,687.56,,4.070729872,635.04,658.216
3470,2008-05-05,TATAMOTORS,700,700,669,686,691.55,1680003,1142129552,679.84,,-0.8025450076,637.88,657.282
3471,2008-05-06,TATAMOTORS,683,692,673.5,681.45,686,741864,504160544,679.59,,-0.6632653061,641.3175,656.118
3472,2008-05-07,TATAMOTORS,681.45,683.9,666.2,679.7,681.45,583398,393810755.9,675.03,,-0.2568053416,643.7,655.506
3473,2008-05-08,TATAMOTORS,680,680,660.25,668.8,679.7,816262,543660229.9,666.04,,-1.603648669,645.66,654.721
3474,2008-05-09,TATAMOTORS,675,675,661,669.35,668.8,378336,252471895.6,667.32,,0.08223684211,647.54,654.187
3475,2008-05-12,TATAMOTORS,680,680,661.25,669.1,669.35,441775,294307987.1,666.19,,-0.03734966759,649.83,653.452
3476,2008-05-13,TATAMOTORS,674.85,674.85,652.5,666.15,669.1,763704,511654059.2,669.96,,-0.4408907488,652.015,652.692
3477,2008-05-14,TATAMOTORS,660,679,660,668.7,666.15,871415,584074340.8,670.26,,0.3827966674,654.2725,651.909
3478,2008-05-15,TATAMOTORS,674.4,679.8,653.05,659.95,668.7,885569,585415540,661.06,,-1.308509047,656.5925,650.912
3479,2008-05-16,TATAMOTORS,658,675.5,658,671.8,659.95,588330,392207175.8,666.64,,1.795590575,659.31,650.341
3480,2008-05-20,TATAMOTORS,671.5,681.9,660.15,678.55,671.8,352325,237940533.3,675.34,,1.004763322,662.135,650.01
3481,2008-05-21,TATAMOTORS,675,695,667.25,688.8,678.55,453135,310693191.3,685.65,,1.510574018,664.935,649.742
3482,2008-05-22,TATAMOTORS,675,675,657,661.05,688.8,712872,472432868.3,662.72,,-4.028745645,666.215,648.876
3483,2008-05-23,TATAMOTORS,665,665,631.8,637.55,661.05,407960,262784563.6,644.14,,-3.554950458,666.0375,648.191
3484,2008-05-26,TATAMOTORS,636.5,636.5,618,620.65,637.55,658544,412232497.4,625.98,,-2.650772488,665.105,647.108
3485,2008-05-27,TATAMOTORS,622,640,615.5,631.4,620.65,582824,361957057.3,621.04,,1.732055104,664.97,646.67
3486,2008-05-28,TATAMOTORS,630,645.95,611.25,635.55,631.4,1033709,645181996.8,624.14,,0.6572695597,664.755,646.479
3487,2008-05-29,TATAMOTORS,629,640.1,580.25,583.35,635.55,2374436,1411230718,594.34,,-8.213358508,660.6975,645.719
3488,2008-05-30,TATAMOTORS,596,609,572.1,575.7,583.35,1183110,685607530,579.5,,-1.311391103,656.2575,644.48
3489,2008-06-02,TATAMOTORS,580,589.9,556.2,564.45,575.7,556588,320243176.9,575.37,,-1.954142783,649.9025,643.581
3490,2008-06-03,TATAMOTORS,559.4,577.75,556.2,570.45,564.45,499024,284550105.9,570.21,,1.062981664,644.125,642.601
3491,2008-06-04,TATAMOTORS,599,599,535.1,541.05,570.45,1276505,700634926,548.87,,-5.153825927,637.105,640.409
3492,2008-06-05,TATAMOTORS,541.05,544,525.5,533,541.05,1452605,772187333.1,531.59,,-1.487847704,629.77,637.805
3493,2008-06-06,TATAMOTORS,542,547.8,528,540.2,533,998914,537817299.9,538.4,,1.350844278,623.34,635.007
3494,2008-06-09,TATAMOTORS,540,540,504.65,519.75,540.2,593906,304117657.6,512.06,,-3.78563495,615.86,631.827
3438,2008-06-09,TATAMOTORS,540,540,504.65,519.75,540.2,593906,304117657.6,512.06,,-3.78563495,608.3925,629.115
3439,2008-06-10,TATAMOTORS,510.5,529.1,506.3,509.75,519.75,567333,291466987.4,513.75,,-1.924001924,600.5725,626.389
3440,2008-06-11,TATAMOTORS,516.8,529.7,497.5,504.05,509.75,1650750,850186047.3,515.03,,-1.118195194,592.34,624.016
3441,2008-06-12,TATAMOTORS,499.25,510,477,507.75,504.05,566250,286284700.3,505.58,,0.7340541613,584.73,621.607
3442,2008-06-13,TATAMOTORS,520.45,521.8,505.3,516.15,507.75,1405326,719772888.6,512.18,,1.654357459,576.9475,619.215
3443,2008-06-16,TATAMOTORS,512,524.1,509,516.8,516.15,832367,430021191.5,516.62,,0.125932384,568.86,616.967
3444,2008-06-17,TATAMOTORS,516.8,523.9,515,519.8,516.8,424858,220964596.9,520.09,,0.580495356,560.41,615.109
3445,2008-06-18,TATAMOTORS,523,537.95,515.35,518.1,519.8,727088,380913200.3,523.89,,-0.3270488649,553.2625,612.83
3446,2008-06-19,TATAMOTORS,505.25,522,502.3,504.6,518.1,441079,223312561.3,506.29,,-2.60567458,546.615,610.33
3447,2008-06-20,TATAMOTORS,507.1,509,483.3,489.65,504.6,542879,266762359.7,491.38,,-2.962742767,540.065,607.488
3448,2008-06-23,TATAMOTORS,489.65,497.15,480,490.15,489.65,575948,279864068.9,485.92,,0.1021137547,533.0025,604.825
3449,2008-06-24,TATAMOTORS,490,494.6,475.5,483.2,490.15,627089,306842287.8,489.31,,-1.417933286,525.385,602.04
3450,2008-06-25,TATAMOTORS,484,484.8,456,474.15,483.2,540657,254387645.3,470.52,,-1.872930464,519.925,599.052
3451,2008-06-26,TATAMOTORS,482,494.5,463.25,488,474.15,2023087,973688817.3,481.29,,2.921016556,515.54,596.541
3452,2008-06-27,TATAMOTORS,466,466,435,444.35,488,814750,371860867.1,456.41,,-8.944672131,509.535,593.079
3453,2008-06-30,TATAMOTORS,431,442,405.1,426.05,444.35,766826,328452228.6,428.33,,-4.118375155,502.315,589.159
3454,2008-07-01,TATAMOTORS,424,427,406.3,408.5,426.05,424173,175619498.2,414.03,,-4.119234832,495.6875,584.673
3455,2008-07-02,TATAMOTORS,418.4,418.4,382,413.25,408.5,895496,359273040.8,401.2,,1.162790698,489.7,580.229
3456,2008-07-03,TATAMOTORS,407,411,383.25,391.55,413.25,336683,131673273.6,391.09,,-5.251058681,482.2675,575.238
3457,2008-07-04,TATAMOTORS,391,403.95,388,400.25,391.55,359169,142399360.1,396.47,,2.22193845,476.2925,570.457
3458,2008-07-07,TATAMOTORS,392,407.9,388,392.5,400.25,826439,328079311.1,396.98,,-1.936289819,469.93,565.625
3459,2008-07-08,TATAMOTORS,385.1,390.9,373.5,377.6,392.5,1116691,422014200.2,377.91,,-3.796178344,463.3225,560.38
3460,2008-07-09,TATAMOTORS,383,409,383,407.2,377.6,1082240,431823767.1,399.01,,7.838983051,458.48,555.234
3461,2008-07-10,TATAMOTORS,403,414.8,393.6,399.6,407.2,690422,277481104.1,401.9,,-1.866404715,453.0725,549.936
3462,2008-07-11,TATAMOTORS,405,407,392.15,400.3,399.6,541497,217213943.6,401.14,,0.1751751752,447.28,544.111
3463,2008-07-14,TATAMOTORS,399.8,415.75,396.25,409.75,400.3,610007,250391860,410.47,,2.360729453,441.9275,538.586
3464,2008-07-15,TATAMOTORS,407,409.9,389.3,405.6,409.75,435596,174799633.1,401.29,,-1.012812691,436.2175,533.069
3465,2008-07-16,TATAMOTORS,405.6,407,384.5,395.7,405.6,496557,194858260.5,392.42,,-2.440828402,430.0975,527.389
3466,2008-07-17,TATAMOTORS,410,424.1,401.3,410.85,395.7,690336,285723608.8,413.89,,3.828658074,425.41,522.23
3467,2008-07-18,TATAMOTORS,434.95,434.95,412,421.9,410.85,251859,105384475.6,418.43,,2.689546063,422.0225,517.281
3410,2008-07-21,TATAMOTORS,421.9,431.9,412,418.8,421.9,478961,201564094.9,420.84,,-0.7347712728,418.455,512.275
3411,2008-07-22,TATAMOTORS,433,433,403.4,412.1,418.8,741730,303575618.3,409.28,,-1.599808978,414.9,507.194
3412,2008-07-23,TATAMOTORS,435,448,425,440.85,412.1,817337,356860842.6,436.61,,6.976462024,413.235,502.637
3413,2008-07-24,TATAMOTORS,441.1,451.7,433.5,440.35,440.85,399064,176853031.6,443.17,,-0.1134172621,410.8525,498.245
3414,2008-07-25,TATAMOTORS,424.25,435.5,412.3,426.3,440.35,534772,229041762.9,428.3,,-3.190643806,409.95,493.335
3415,2008-07-28,TATAMOTORS,427,431.5,421.05,426.4,426.3,187052,79999272.6,427.68,,0.02345765893,409.9675,488.292
3416,2008-07-29,TATAMOTORS,423,435,391,396.35,426.4,446250,179773193,402.85,,-7.047373358,409.36,482.443
3417,2008-07-30,TATAMOTORS,396.5,427.9,396.5,415.8,396.35,863550,354973155.9,411.06,,4.90727892,409.4875,477.538
3418,2008-07-31,TATAMOTORS,430,430,392.5,403.5,415.8,1876940,751284294.1,400.27,,-2.958152958,410.085,472.857
3419,2008-08-01,TATAMOTORS,402,404.5,393.7,395.25,403.5,793773,314864998.6,396.67,,-2.044609665,409.835,468.349
3420,2008-08-04,TATAMOTORS,395.25,401.7,389.25,397,395.25,465366,185414434.9,398.43,,0.4427577483,410.06,463.661
3421,2008-08-05,TATAMOTORS,400,412.5,395.3,408.65,397,919301,373844165.4,406.66,,2.934508816,411.6125,459.123
3422,2008-08-06,TATAMOTORS,419.7,435,417.9,429.25,408.65,779807,334637278.5,429.13,,5.040988621,412.715,456.041
3423,2008-08-07,TATAMOTORS,429,449.2,420,446.4,429.25,1177733,521933248.1,443.17,,3.995340711,415.055,453.455
3424,2008-08-08,TATAMOTORS,435.1,446,426,440.7,446.4,1284474,560233413.4,436.16,,-1.27688172,417.075,450.98
3425,2008-08-11,TATAMOTORS,454.7,457,440,447.95,440.7,731570,329485392,450.38,,1.645110052,418.985,448.53
3426,2008-08-12,TATAMOTORS,450,450,432.15,436.15,447.95,497113,217546773,437.62,,-2.634222569,420.5125,446.432
3427,2008-08-13,TATAMOTORS,444.7,444.7,426.25,433.2,436.15,392167,170327217.5,434.32,,-0.6763728075,422.3875,444.436
3428,2008-08-14,TATAMOTORS,427.8,436.7,425,432,433.2,483287,208432357.6,431.28,,-0.2770083102,423.445,442.272
3429,2008-08-18,TATAMOTORS,434.7,434.7,411.7,425.3,432,771920,328247853.9,425.24,,-1.550925926,423.615,440.383
3430,2008-08-19,TATAMOTORS,419.85,425,415,421.9,425.3,444730,187089020.5,420.68,,-0.7994356925,423.77,438.426
3431,2008-08-20,TATAMOTORS,420,431,418,424.75,421.9,359521,152790257.5,424.98,,0.675515525,424.4025,436.726
3432,2008-08-21,TATAMOTORS,430.5,445,412,415.75,424.75,1078824,461875207.4,428.13,,-2.118893467,423.1475,434.96
3433,2008-08-22,TATAMOTORS,415.75,436.5,410,427.35,415.75,499346,211646312.3,423.85,,2.790138304,422.4975,433.352
3434,2008-08-25,TATAMOTORS,432.1,443.95,420.35,433.7,427.35,1132936,493852750.3,435.91,,1.485901486,422.8675,431.703
3435,2008-08-26,TATAMOTORS,421.55,434.7,418.1,432.9,433.7,812279,349635304.4,430.44,,-0.1844593037,423.1925,430.025
3436,2008-08-27,TATAMOTORS,436.5,439,419.1,422.85,432.9,747358,322614241.5,431.67,,-2.321552322,424.5175,428.086
3383,2008-08-28,TATAMOTORS,425,429,407.55,415.45,422.85,1332841,561896760.2,421.58,,-1.750029561,424.5,426.033
3437,2008-08-28,TATAMOTORS,425,429,407.55,415.45,422.85,1332841,561896760.2,421.58,,-1.750029561,425.0975,424.25
3384,2008-08-29,TATAMOTORS,418,444,417.7,440.4,415.45,924980,400687637,433.19,,6.005536166,427.355,423.265
3385,2008-09-01,TATAMOTORS,435,439.9,428,437.75,440.4,464764,201204612.2,432.92,,-0.6017257039,429.3925,422.217
3386,2008-09-02,TATAMOTORS,442,444.7,425.35,429.8,437.75,1212183,523196212.7,431.61,,-1.816105083,430.45,421.149
3387,2008-09-04,TATAMOTORS,422,437.7,417.1,427.3,429.8,1187664,504070328.3,424.42,,-0.5816658911,430.3525,420.212
3388,2008-09-05,TATAMOTORS,420,423,417.1,420.05,427.3,1661119,697583280.7,419.95,,-1.696700211,429.035,418.853
3389,2008-09-08,TATAMOTORS,447.7,447.7,431.5,436.45,420.05,1504112,655096405.2,435.54,,3.904297107,428.8225,418.695
3390,2008-09-09,TATAMOTORS,424.95,425.9,411.1,420.55,436.45,1063615,446217140.7,419.53,,-3.643028984,427.4525,418.585
3391,2008-09-10,TATAMOTORS,418,421.5,414.7,419.6,420.55,634576,265582962.6,418.52,,-0.2258946618,426.625,418.807
3392,2008-09-11,TATAMOTORS,419,426.9,413,424.15,419.6,738013,311491068.3,422.07,,1.084366063,426.1725,419.025
3393,2008-09-12,TATAMOTORS,425,429,404,413.15,424.15,1010567,426546772.2,422.09,,-2.593422138,425.23,419.457
3394,2008-09-15,TATAMOTORS,413.15,413.15,385,390.45,413.15,941689,367463547.7,390.22,,-5.494372504,423.4875,419.261
3395,2008-09-16,TATAMOTORS,376,403,365.25,398.85,390.45,776572,307315654.5,395.73,,2.151363811,422.335,419.388
3396,2008-09-17,TATAMOTORS,408,420,400,417.8,398.85,847502,348481158.5,411.19,,4.751159584,421.9875,420.192
3397,2008-09-18,TATAMOTORS,415,421.5,376.25,416.05,417.8,512150,210770820.4,411.54,,-0.4188606989,422.0025,420.369
3398,2008-09-19,TATAMOTORS,427,436,418.5,423.3,416.05,1570948,666132881,424.03,,1.742579017,421.8,420.843
3399,2008-09-22,TATAMOTORS,425,429.6,411.2,415.3,423.3,815451,339729904.6,416.62,,-1.889912592,420.88,421.143
3400,2008-09-23,TATAMOTORS,386.8,419.6,386.8,393.7,415.3,1087921,436700082.6,401.41,,-5.201059475,418.92,420.822
3401,2008-09-24,TATAMOTORS,394,402,383.7,387.5,393.7,1306827,510236800,390.44,,-1.57480315,417.1525,420.46
3402,2008-09-25,TATAMOTORS,390,390,379.95,384,387.5,1628310,625239577.9,383.98,,-0.9032258065,415.58,420.226
3403,2008-09-26,TATAMOTORS,384,384,365.1,374.55,384,554191,206707905.1,372.99,,-2.4609375,413.535,419.5
3404,2008-09-29,TATAMOTORS,355.25,394.55,348.2,354.6,374.55,734351,260588871.1,354.86,,-5.32639167,409.245,418.154
3405,2008-09-30,TATAMOTORS,350,355.7,339.3,343.9,354.6,1589639,548336848.2,344.94,,-3.01748449,404.5525,416.656
3406,2008-10-01,TATAMOTORS,345,350,336.1,339.65,343.9,1362590,466444581.3,342.32,,-1.235824368,400.045,415.207
3407,2008-10-03,TATAMOTORS,349.7,349.7,325,330.5,339.65,526140,173378530.7,329.53,,-2.693949654,395.205,413
3408,2008-10-06,TATAMOTORS,326.9,358.65,311.05,314,330.5,1418637,461091468.6,325.02,,-4.992435703,389.9025,410.473
3357,2008-10-07,TATAMOTORS,329.8,329.8,314,316.6,314,867354,276310023.6,318.57,,0.8280254777,383.91,408.279
3409,2008-10-07,TATAMOTORS,329.8,329.8,314,316.6,314,867354,276310023.6,318.57,,0.8280254777,378.7125,406.083
3358,2008-10-08,TATAMOTORS,316.6,319,295,299.95,316.6,1933725,581966739.6,300.96,,-5.259001895,372.73,404.155
3359,2008-10-10,TATAMOTORS,295,299.9,263.2,292.35,299.95,1389683,402881121.7,289.91,,-2.533755626,366.14,401.686
3360,2008-10-13,TATAMOTORS,300,308,294.4,299.3,292.35,1571040,473934154.2,301.67,,2.377287498,360.4475,399.602
3361,2008-10-14,TATAMOTORS,309.7,315,295.1,299.45,299.3,1381052,414176726.8,299.9,,0.05011693953,355.8975,397.686
3362,2008-10-15,TATAMOTORS,297.5,304,279.35,282.5,299.45,1051548,302316470.6,287.5,,-5.660377358,350.08,395.396
3363,2008-10-16,TATAMOTORS,275,279.8,240,251,282.5,2156994,547542935.1,253.85,,-11.15044248,341.74,392.243
3364,2008-10-17,TATAMOTORS,260,265,240,243.45,251,1344058,336765412.7,250.56,,-3.007968127,333.11,388.527
3365,2008-10-20,TATAMOTORS,250.1,258.95,232.15,244,243.45,1277764,311984684.1,244.16,,0.2259190799,324.145,384.479
3366,2008-10-21,TATAMOTORS,252,254.9,243,247.75,244,1713328,426986062.8,249.21,,1.536885246,315.7675,380.62
3367,2008-10-22,TATAMOTORS,230.05,264.4,225,228.25,247.75,853516,200105092.5,234.45,,-7.870837538,307.495,376.226
3368,2008-10-23,TATAMOTORS,211.65,238.7,190.5,194.6,228.25,2094294,426744770.4,203.77,,-14.74260679,297.85,371.395
3369,2008-10-24,TATAMOTORS,191.85,194.6,160,162.6,194.6,2324645,398874264.1,171.59,,-16.44398767,286.78,365.983
3370,2008-10-27,TATAMOTORS,163.1,177.7,131,140,162.6,3302353,473634278.4,143.42,,-13.89913899,275.0525,360.143
3371,2008-10-28,TATAMOTORS,154.45,157.8,150,154.4,140,519798,79946022.5,153.8,,10.28571429,265.0425,354.725
3372,2008-10-29,TATAMOTORS,160,173.8,143,159.8,154.4,2707150,414251003.8,153.02,,3.497409326,255.8375,349.483
3373,2008-10-31,TATAMOTORS,165,176,160.05,169.55,159.8,3198154,539176899.6,168.59,,6.101376721,247.3325,344.379
3374,2008-11-03,TATAMOTORS,183.8,204.8,179,190.45,169.55,4842529,925725206.1,191.17,,12.32674727,240.33,339.873
3375,2008-11-04,TATAMOTORS,184.5,197.95,177.5,193.95,190.45,3602874,670996451.6,186.24,,1.837752691,234.3275,335.205
3376,2008-11-05,TATAMOTORS,199.95,203.8,176.3,182.2,193.95,3781526,714641205.8,188.98,,-6.058262439,227.6075,330.175
3377,2008-11-06,TATAMOTORS,176.95,177,152.1,157.5,182.2,5089928,812410800.8,159.61,,-13.55653128,219.6525,324.667
3378,2008-11-07,TATAMOTORS,158,162.9,150,157.75,157.5,3940502,616311426,156.4,,0.1587301587,212.5425,319.365
3379,2008-11-10,TATAMOTORS,160.05,171.5,159,170.5,157.75,2493335,412770700.5,165.55,,8.082408875,206.45,314.466
3380,2008-11-11,TATAMOTORS,168,169,153.05,154.4,170.5,2200332,348602423.2,158.43,,-9.442815249,199.205,309.245
3381,2008-11-12,TATAMOTORS,151.35,156,145.25,150.45,154.4,2665442,396239535.6,148.66,,-2.558290155,191.755,303.446
3382,2008-11-14,TATAMOTORS,156,156,135.75,137.2,150.45,3353725,476410783.4,142.05,,-8.806912596,184.49,297.435
3330,2008-11-17,TATAMOTORS,140,142.9,130.1,140.95,137.2,2639699,359253238,136.1,,2.733236152,178.9875,291.658
3331,2008-11-18,TATAMOTORS,137.3,147,135,138.7,140.95,3139320,442619197.6,140.99,,-1.596310748,173.75,285.886
3332,2008-11-19,TATAMOTORS,140,142.9,133,134.45,138.7,2088039,287798621.5,137.83,,-3.064167267,168.2725,280.174
3333,2008-11-20,TATAMOTORS,129.8,131.7,125,126.2,134.45,1713226,219936979.6,128.38,,-6.136110078,162.195,273.969
3334,2008-11-21,TATAMOTORS,127.05,134.5,124.8,133,126.2,1442777,188526105.2,130.67,,5.388272583,157.4325,268.218
3335,2008-11-24,TATAMOTORS,133,138.5,128.2,133.3,133,1534108,206205965.2,134.41,,0.2255639098,154.3675,262.492
3336,2008-11-25,TATAMOTORS,140,140,132.5,135.85,133.3,1457417,197256413.6,135.35,,1.912978245,153.03,256.726
3337,2008-11-26,TATAMOTORS,138.9,141.5,136,140.4,135.85,1664584,230515268.9,138.48,,3.349282297,153.05,251.271
3338,2008-11-28,TATAMOTORS,140,140.4,132.85,136.9,140.4,2015586,273049609.3,135.47,,-2.492877493,152.175,246.2
