,Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50
1949,2002-06-05,TATAMOTORS,126.5,137.4,126.5,134.8,125.45,5693519,760989505.6,133.66,,7.453168593,130.9075,130.084
1950,2002-06-06,TATAMOTORS,145,146,137.15,140.95,134.8,5432270,765289903.7,140.88,,4.56231454,130.9775,130.554
1951,2002-06-07,TATAMOTORS,137.75,141.8,136.15,137,140.95,2063398,285364480.5,138.3,,-2.802412203,130.8225,130.828
1952,2002-06-10,TATAMOTORS,139.35,142.85,139.35,140.7,137,2841024,401736547.5,141.41,,2.700729927,130.7225,131.122
1895,2002-06-10,TATAMOTORS,139.35,142.85,139.35,140.7,137,2841024,401736547.5,141.41,,2.700729927,130.4175,131.418
1896,2002-06-11,TATAMOTORS,140,156.9,140,155.7,140.7,10687880,1626769282,152.21,,10.66098081,131.14,132.064
1897,2002-06-12,TATAMOTORS,157,157.9,151.85,153.55,155.7,5041151,777153053.8,154.16,,-1.380860629,131.8975,132.634
1898,2002-06-13,TATAMOTORS,154.9,159.5,152.8,157.1,153.55,5150326,806685636.7,156.63,,2.311950505,132.965,133.274
1899,2002-06-14,TATAMOTORS,156,156,152.15,153.85,157.1,3463302,532825983.7,153.85,,-2.068746022,134.03,133.79
1900,2002-06-17,TATAMOTORS,155.5,156,152.3,152.75,153.85,1781334,274434864.5,154.06,,-0.7149821254,135.1725,134.293
1901,2002-06-18,TATAMOTORS,154,155.65,149.2,151.4,152.75,2891737,439172616.3,151.87,,-0.883797054,136.5625,134.724
1902,2002-06-19,TATAMOTORS,152,152,145.75,147.25,151.4,1985974,293810654.5,147.94,,-2.741083223,137.72,135.014
1903,2002-06-20,TATAMOTORS,146,151,144.35,150.25,147.25,1936386,287236665.2,148.34,,2.037351443,138.8875,135.37
1904,2002-06-21,TATAMOTORS,151,151.95,147,149.6,150.25,1203353,179986886,149.57,,-0.4326123128,140.0675,135.64
1905,2002-06-24,TATAMOTORS,150,150,147.6,148.4,149.6,1119638,166366393.9,148.59,,-0.8021390374,141.515,135.926
1906,2002-06-25,TATAMOTORS,154.8,154.8,148.6,150.05,148.4,2741254,415785213.8,151.68,,1.111859838,142.825,136.281
1907,2002-06-26,TATAMOTORS,152,152,145,145.85,150.05,1528830,225496843.8,147.5,,-2.799066978,144.0825,136.633
1908,2002-06-27,TATAMOTORS,153,153,146.8,150.15,145.85,2391911,356871779.4,149.2,,2.948234487,145.535,137.064
1909,2002-06-28,TATAMOTORS,153.65,156.75,152.55,155.4,150.15,3191495,495038395,155.11,,3.496503497,147.045,137.587
1910,2002-07-01,TATAMOTORS,156.9,158.2,155.55,157.25,155.4,2149306,337442266.1,157,,1.19047619,148.635,138.212
1911,2002-07-02,TATAMOTORS,150,162.45,150,158.6,157.25,5106651,818596548.7,160.3,,0.8585055644,149.825,138.805
1912,2002-07-03,TATAMOTORS,158.75,160,156.1,159.15,158.6,2099984,332973663.9,158.56,,0.3467843632,150.735,139.398
1913,2002-07-04,TATAMOTORS,159.05,163.75,157.6,161.85,159.15,3929488,636004616.3,161.85,,1.696512724,151.9775,140.005
1914,2002-07-05,TATAMOTORS,163,163.9,160.65,162.05,161.85,1776717,287815099.5,161.99,,0.1235712079,153.045,140.635
1915,2002-07-08,TATAMOTORS,163,165.2,162.45,164.5,162.05,2472585,405194798.9,163.87,,1.51187905,154.235,141.333
1916,2002-07-09,TATAMOTORS,165,165,160.2,160.6,164.5,1970771,319183229.3,161.96,,-2.370820669,154.48,141.963
1917,2002-07-10,TATAMOTORS,158,161,157.25,158.4,160.6,1701506,269743170,158.53,,-1.369863014,154.7225,142.52
1918,2002-07-11,TATAMOTORS,157.9,160.7,157.15,157.85,158.4,1704984,270568091.6,158.69,,-0.3472222222,154.76,143.05
1919,2002-07-12,TATAMOTORS,158,160.05,154.7,155.65,157.85,1753609,274567944.9,156.57,,-1.393728223,154.85,143.476
1920,2002-07-15,TATAMOTORS,155.95,155.95,149.55,150.6,155.65,1841618,278375450.5,151.16,,-3.244458721,154.7425,143.69
1921,2002-07-16,TATAMOTORS,152,153.5,148.1,151.1,150.6,2011311,305032865.6,151.66,,0.3320053121,154.7275,143.928
1922,2002-07-17,TATAMOTORS,149,152.75,148.55,150.45,151.1,1162118,174493329.9,150.15,,-0.4301786896,154.8875,144.146
1923,2002-07-18,TATAMOTORS,140,153.25,140,152.25,150.45,968661,146823610.4,151.57,,1.196410768,154.9875,144.389
1924,2002-07-19,TATAMOTORS,152.25,154,151.25,152.6,152.25,827982,126228901.1,152.45,,0.2298850575,155.1375,144.587
1867,2002-07-22,TATAMOTORS,151,151.5,146.05,146.8,152.6,1193510,176190805.2,147.62,,-3.80078637,155.0575,144.587
1868,2002-07-23,TATAMOTORS,145,148.5,144,147.35,146.8,1720106,252680614.2,146.9,,0.3746594005,154.9225,144.709
1869,2002-07-24,TATAMOTORS,146.7,147.75,141.85,142.45,147.35,1303719,187840861.7,144.08,,-3.325415677,154.7525,144.79
1870,2002-07-25,TATAMOTORS,149.5,149.5,141.15,142.3,142.45,3654273,524494629.4,143.53,,-0.1053001053,154.36,144.921
1871,2002-07-26,TATAMOTORS,142.3,142.3,131,132.8,142.3,3069941,418545365.6,136.34,,-6.676036543,153.23,144.926
1872,2002-07-29,TATAMOTORS,133.3,133.3,126.3,129.45,132.8,1828661,235857204.7,128.98,,-2.522590361,151.84,144.917
1873,2002-07-30,TATAMOTORS,132.05,132.75,123.25,124.8,129.45,1934568,249847885.5,129.15,,-3.59212051,150.15,144.941
1874,2002-07-31,TATAMOTORS,123.5,128.2,121.5,127.1,124.8,2143134,268262277.7,125.17,,1.842948718,148.5475,145.001
1875,2002-08-01,TATAMOTORS,129.4,130.8,124.1,125.2,127.1,2050409,261603729.9,127.59,,-1.494885917,146.715,144.967
1876,2002-08-02,TATAMOTORS,122.15,124.75,121.25,123.7,125.2,1185922,146075273.6,123.17,,-1.198083067,144.7975,144.921
1877,2002-08-05,TATAMOTORS,123.9,132.9,123.9,132.1,123.7,2980879,385738652,129.4,,6.790622474,143.1775,145.174
1878,2002-08-06,TATAMOTORS,130.05,134.8,129.1,133.4,132.1,2876825,377907824.7,131.36,,0.9841029523,141.8175,145.365
1879,2002-08-07,TATAMOTORS,136,136.5,133.6,134.4,133.4,1903654,257493449.5,135.26,,0.7496251874,140.6175,145.639
1880,2002-08-08,TATAMOTORS,134,134.5,125.5,126.7,134.4,2128469,276147056.9,129.74,,-5.729166667,139.06,145.751
1881,2002-08-09,TATAMOTORS,126.5,129.25,124.2,126.8,126.7,3338799,423387085.8,126.81,,0.07892659826,137.6175,145.783
1882,2002-08-12,TATAMOTORS,128,131.85,127.85,130.6,126.8,2183033,284022992.2,130.1,,2.996845426,136.6175,145.886
1883,2002-08-13,TATAMOTORS,133.5,134.15,131.4,133.1,130.6,2361542,313578186.1,132.79,,1.91424196,135.7175,145.852
1884,2002-08-14,TATAMOTORS,132.25,133.5,130.65,131.9,133.1,1360434,179219796.5,131.74,,-0.9015777611,134.79,145.671
1885,2002-08-16,TATAMOTORS,134.8,134.8,132.5,133.15,131.9,1130681,150514604.1,133.12,,0.9476876422,133.835,145.594
1886,2002-08-19,TATAMOTORS,133.9,133.95,131.7,132.25,133.15,1199114,159001631.7,132.6,,-0.6759294029,132.8175,145.425
1887,2002-08-20,TATAMOTORS,133,135,132.05,134.75,132.25,1633808,218740176.5,133.88,,1.890359168,132.215,145.306
1888,2002-08-21,TATAMOTORS,134.9,136.4,133.2,134.4,134.75,1830444,246764194,134.81,,-0.2597402597,131.5675,144.88
1889,2002-08-22,TATAMOTORS,136,136,132.5,132.9,134.4,1049603,140571936.9,133.93,,-1.116071429,131.09,144.467
1890,2002-08-23,TATAMOTORS,133.45,134,130.65,133.4,132.9,1355040,179092927.6,132.17,,0.3762227239,130.645,143.993
1891,2002-08-26,TATAMOTORS,133.5,138.15,132.55,136.45,133.4,3175496,433189736,136.42,,2.286356822,130.8275,143.645
1892,2002-08-27,TATAMOTORS,138.25,139,135.7,136.1,136.45,2221491,305637217.7,137.58,,-0.256504214,131.16,143.312
1893,2002-08-28,TATAMOTORS,135.8,135.8,133.15,134.65,136.1,1220338,163970851.3,134.37,,-1.065393093,131.6525,142.977
1840,2002-08-29,TATAMOTORS,134,136.75,133.45,135.65,134.65,898143,121691249.2,135.49,,0.7426661716,132.08,142.745
1894,2002-08-29,TATAMOTORS,134,136.75,133.45,135.65,134.65,898143,121691249.2,135.49,,0.7426661716,132.6025,142.453
1841,2002-08-30,TATAMOTORS,136,140.9,135.3,139.5,135.65,1138999,157098906.2,137.93,,2.838186509,133.3925,142.251
1842,2002-09-02,TATAMOTORS,144.8,144.8,140,140.4,139.5,1660212,235407015.3,141.79,,0.6451612903,133.8075,142.091
1843,2002-09-03,TATAMOTORS,141.3,141.3,137.4,139.65,140.4,635084,88315123.9,139.06,,-0.5341880342,134.12,141.883
1844,2002-09-04,TATAMOTORS,138,140.9,137.3,140.05,139.65,1060649,147596235.2,139.16,,0.2864303616,134.4025,141.767
1845,2002-09-05,TATAMOTORS,144.65,144.65,140,142.6,140.05,2405091,343570208.1,142.85,,1.820778293,135.1975,141.616
1846,2002-09-06,TATAMOTORS,141.5,141.95,137.5,138.3,142.6,1097952,153158865.4,139.5,,-3.01542777,135.7725,141.274
1847,2002-09-09,TATAMOTORS,138.75,139.65,135.1,137.65,138.3,1316146,181112016.3,137.61,,-0.4699927693,136.125,140.882
1848,2002-09-11,TATAMOTORS,140,140.4,138,140.05,137.65,717143,100087708.4,139.56,,1.743552488,136.4725,140.511
1849,2002-09-12,TATAMOTORS,140,140.9,136.85,137.25,140.05,1081439,149690898.1,138.42,,-1.999285969,136.74,140.073
1850,2002-09-13,TATAMOTORS,135,139.7,135,137.75,137.25,1067335,147834695.7,138.51,,0.364298725,136.97,139.591
1851,2002-09-16,TATAMOTORS,141,150.85,135.75,136.35,137.75,837649,114640492.1,136.86,,-1.016333938,137.175,139.077
1852,2002-09-17,TATAMOTORS,137,137.75,134.2,136.4,136.35,1176982,159629963.2,135.63,,0.0366703337,137.2575,138.515
1853,2002-09-18,TATAMOTORS,136.45,136.45,134.2,135,136.4,582762,78712191.85,135.07,,-1.026392962,137.2875,138.003
1854,2002-09-19,TATAMOTORS,135.75,135.75,130.3,131.85,135,1366243,180788536.6,132.33,,-2.333333333,137.235,137.472
1855,2002-09-20,TATAMOTORS,130.9,133.4,128.55,132.4,131.85,710538,93157280.45,131.11,,0.4171406902,137.185,136.963
1856,2002-09-23,TATAMOTORS,132.95,132.95,128.15,128.4,132.4,1044051,135053995.4,129.36,,-3.021148036,136.7825,136.418
1857,2002-09-24,TATAMOTORS,127.9,129.85,127,128.7,128.4,874410,112493507.7,128.65,,0.2336448598,136.4125,135.98
1858,2002-09-25,TATAMOTORS,127.05,129.95,125.6,129.45,128.7,1421686,182517700.8,128.38,,0.5827505828,136.1525,135.547
1859,2002-09-26,TATAMOTORS,129.5,130.7,128.75,130,129.45,567477,73696526.7,129.87,,0.4248744689,135.87,135.138
1860,2002-09-27,TATAMOTORS,130.5,135,129.65,134.35,130,3792517,504393018.6,133,,3.346153846,135.805,134.78
1861,2002-09-30,TATAMOTORS,132.5,133.75,131.7,132.4,134.35,1382079,183386684.6,132.69,,-1.451432825,135.45,134.376
1862,2002-10-01,TATAMOTORS,130.15,131.7,128.8,129.3,132.4,1311480,170289979.9,129.85,,-2.341389728,134.895,134.026
1863,2002-10-03,TATAMOTORS,129.5,130.7,129.25,130.2,129.3,395894,51471014.75,130.01,,0.6960556845,134.4225,133.683
1864,2002-10-04,TATAMOTORS,130.3,132.7,130.3,131.75,130.2,865621,114064160.1,131.77,,1.19047619,134.0075,133.469
1865,2002-10-07,TATAMOTORS,131.05,133.7,131.05,133.35,131.75,624058,82766350,132.63,,1.214421252,133.545,133.29
1866,2002-10-08,TATAMOTORS,133.5,133.75,131.45,132.5,133.35,996375,131899997.2,132.38,,-0.6374203225,133.255,133.284
1813,2002-10-08,TATAMOTORS,133.5,133.75,131.45,132.5,133.35,996375,131899997.2,132.38,,-0.6374203225,132.9975,133.345
1814,2002-10-09,TATAMOTORS,133.6,135.4,133,134.45,132.5,1184355,159416273.3,134.6,,1.471698113,132.7175,133.538
1815,2002-10-10,TATAMOTORS,134.45,138.45,132.2,136.8,134.45,1284190,172902725.6,134.64,,1.747861659,132.695,133.732
1816,2002-10-11,TATAMOTORS,139.5,140.65,137.5,139.6,136.8,2164693,301463219.2,139.26,,2.046783626,132.7875,134.02
1817,2002-10-14,TATAMOTORS,142,143.5,140.25,142.2,139.6,1599529,227112886,141.99,,1.862464183,133.08,134.39
1818,2002-10-16,TATAMOTORS,142.7,143.75,140,140.65,142.2,1187560,168023050.6,141.49,,-1.090014065,133.2925,134.561
1819,2002-10-17,TATAMOTORS,140,142.45,138.8,141.7,140.65,765917,107581817.4,140.46,,0.7465339495,133.6275,134.727
1820,2002-10-18,TATAMOTORS,141.55,143,140.5,141.2,141.7,675284,95775083.7,141.83,,-0.352858151,134.095,134.863
1821,2002-10-21,TATAMOTORS,142.5,142.5,140.3,140.7,141.2,293777,41443227.6,141.07,,-0.3541076487,134.51,135.143
1822,2002-10-22,TATAMOTORS,141,141.85,138.1,138.7,140.7,406634,56792512.15,139.66,,-1.421464108,135.025,135.381
1823,2002-10-23,TATAMOTORS,138.5,139.35,136.55,136.8,138.7,693621,95585889.95,137.81,,-1.369863014,135.43,135.505
1824,2002-10-24,TATAMOTORS,137.25,137.25,135.25,135.65,136.8,675808,91988077.2,136.12,,-0.8406432749,135.74,135.556
1825,2002-10-25,TATAMOTORS,135.7,135.7,131.7,132.15,135.65,1121525,149293221.3,133.12,,-2.580169554,135.8475,135.561
1826,2002-10-28,TATAMOTORS,134,134.5,131.25,132.8,132.15,1144682,152505637.8,133.23,,0.4918653046,135.77,135.554
1827,2002-10-29,TATAMOTORS,133.4,136.25,132.1,135.65,132.8,885318,119308736.6,134.76,,2.146084337,135.9325,135.622
1828,2002-10-30,TATAMOTORS,137.95,138.25,131.65,135.15,135.65,3393794,458679598,135.15,,-0.3685956506,136.225,135.63
1829,2002-10-31,TATAMOTORS,139.9,145.8,138.5,144.75,135.15,4740534,671703080.2,141.69,,7.103218646,136.9525,135.837
1830,2002-11-01,TATAMOTORS,146,149.7,145.1,146.65,144.75,3268256,481771554.6,147.41,,1.312607945,137.6975,136.112
1831,2002-11-04,TATAMOTORS,148.4,148.9,146.55,148.25,146.65,515582,76236762.7,147.87,,1.091033072,138.4425,136.409
1832,2002-11-05,TATAMOTORS,149,149.75,145.65,146.25,148.25,910315,133397819.7,146.54,,-1.349072513,139.13,136.605
1833,2002-11-07,TATAMOTORS,145.75,147.75,143.1,144.95,146.25,1822356,265504199,145.69,,-0.8888888889,139.7525,136.782
1834,2002-11-08,TATAMOTORS,144.5,145.5,142.65,143.95,144.95,839904,120841479.4,143.88,,-0.6898930666,140.2275,136.968
1835,2002-11-11,TATAMOTORS,143.05,144.2,142.05,143.3,143.95,638241,91255900.25,142.98,,-0.4515456756,140.5525,137.121
1836,2002-11-12,TATAMOTORS,144,146.75,143.5,146.1,143.3,1105618,160497873.7,145.17,,1.953942777,140.8775,137.33
1837,2002-11-13,TATAMOTORS,148,148,145.2,145.65,146.1,1052966,153907761.9,146.17,,-0.3080082136,141.05,137.453
1838,2002-11-14,TATAMOTORS,145.1,147.25,145.1,146.7,145.65,955945,139910940.5,146.36,,0.7209062822,141.3525,137.579
1839,2002-11-15,TATAMOTORS,152,160.9,147.5,157.25,146.7,4093128,627634001.2,153.34,,7.191547376,142.13,137.931
1785,2002-11-18,TATAMOTORS,157.5,164.8,157.5,158.6,157.25,5245983,842943447.1,160.68,,0.8585055644,143,138.302
1786,2002-11-20,TATAMOTORS,159,161.35,154.8,156.1,158.6,2678978,421888381.8,157.48,,-1.57629256,143.77,138.572
1787,2002-11-21,TATAMOTORS,156.5,160.8,156.35,159.4,156.1,2313650,367675078.6,158.92,,2.114029468,144.805,138.994
1788,2002-11-22,TATAMOTORS,160.4,166.9,160.1,162.2,159.4,3510597,573885078.2,163.47,,1.756587202,146.075,139.485
1789,2002-11-25,TATAMOTORS,160.75,163.75,160.5,161.55,162.2,1432201,231782565.5,161.84,,-0.4007398274,147.37,139.915
1790,2002-11-26,TATAMOTORS,162,168.3,162,167.05,161.55,3728503,616799374.6,165.43,,3.404518725,149.115,140.511
1791,2002-11-27,TATAMOTORS,167.25,168.7,162.1,163.15,167.05,2373908,392064694.8,165.16,,-2.33463035,150.6325,141.019
1792,2002-11-28,TATAMOTORS,163.8,170.6,163.8,169.7,163.15,4396076,737681689.3,167.8,,4.014710389,152.335,141.686
1793,2002-11-29,TATAMOTORS,170.5,170.5,165,169.2,169.7,2269174,381857620.3,168.28,,-0.2946375958,154.0375,142.342
1794,2002-12-02,TATAMOTORS,170.7,172.4,167.5,168.45,169.2,1753834,298319640.3,170.1,,-0.4432624113,155.2225,143.011
1795,2002-12-03,TATAMOTORS,168,169.8,162.75,163.4,168.45,2665202,440394014.2,165.24,,-2.997922232,156.06,143.642
1796,2002-12-04,TATAMOTORS,163,164.9,161.55,163.65,163.4,2062407,336600242.9,163.21,,0.152998776,156.83,144.267
1797,2002-12-05,TATAMOTORS,165,167.2,164.55,165,163.65,1633278,270591728,165.67,,0.8249312557,157.7675,144.999
1798,2002-12-06,TATAMOTORS,166.05,169.8,165,168.65,165,1944281,326629040.7,167.99,,2.212121212,158.9525,145.798
1799,2002-12-09,TATAMOTORS,173.4,173.4,163.2,164.25,168.65,1943565,323546492.3,166.47,,-2.608953454,159.9675,146.494
1800,2002-12-10,TATAMOTORS,162.6,163,157.65,161,164.25,3888277,622643360.3,160.13,,-1.97869102,160.8525,147.114
1801,2002-12-11,TATAMOTORS,162.9,163.95,158.25,160.7,161,2581400,415465455.6,160.95,,-0.1863354037,161.5825,147.641
1802,2002-12-12,TATAMOTORS,161,161,156.3,157.6,160.7,1687667,266766921,158.07,,-1.929060361,162.18,148.145
1803,2002-12-13,TATAMOTORS,160,164.75,158.85,164,157.6,2993265,485028101.9,162.04,,4.060913706,163.045,148.839
1804,2002-12-16,TATAMOTORS,167,168,160,161.05,164,2641728,428223747.4,162.1,,-1.798780488,163.235,149.456
1805,2002-12-17,TATAMOTORS,162,162.4,156.35,157.75,161.05,2834879,448139017.2,158.08,,-2.049053089,163.1925,149.976
1806,2002-12-18,TATAMOTORS,158,161.25,156.9,158.2,157.75,2166894,345625145.7,159.5,,0.2852614897,163.2975,150.473
1807,2002-12-19,TATAMOTORS,160,160,157.5,158.75,158.2,1393845,221220505.4,158.71,,0.3476611884,163.265,150.998
1808,2002-12-20,TATAMOTORS,158.9,160.9,158.25,159.55,158.75,1425668,227713163.3,159.72,,0.5039370079,163.1325,151.539
1809,2002-12-23,TATAMOTORS,160,160.8,157.25,158.25,159.55,1447081,229052508.5,158.29,,-0.8147916014,162.9675,152.015
1810,2002-12-24,TATAMOTORS,159.3,160.8,157.2,160.35,158.25,2113327,337389661.5,159.65,,1.327014218,162.6325,152.486
1811,2002-12-26,TATAMOTORS,161.75,163.4,158.65,159.4,160.35,3384640,545078252.8,161.04,,-0.5924540069,162.445,152.882
1812,2002-12-27,TATAMOTORS,160.4,163.85,159,162.85,159.4,3258220,527507760.3,161.9,,2.164366374,162.1025,153.295
1782,2002-12-27,TATAMOTORS,160.4,163.85,159,162.85,159.4,3258220,527507760.3,161.9,,2.164366374,161.785,153.739
1783,2002-12-30,TATAMOTORS,163,163.2,160.1,161.35,162.85,1515313,244438840.6,161.31,,-0.9210930304,161.43,154.132
1784,2002-12-31,TATAMOTORS,162.45,162.9,160.25,161.4,161.35,1302965,211042902.3,161.97,,0.03098853424,161.33,154.536
2269,2003-01-01,TATAMOTORS,160,163.15,160,162.55,161.4,854813,138807851.5,162.38,,0.7125154895,161.275,154.973
2270,2003-01-02,TATAMOTORS,163.3,163.9,160.5,160.95,162.55,919909,149216102.7,162.21,,-0.9843125192,161.0725,155.418
2271,2003-01-03,TATAMOTORS,160.95,162.9,160.55,161.15,160.95,754910,122235575.4,161.92,,0.1242621932,160.6975,155.905
2272,2003-01-06,TATAMOTORS,161.5,161.8,156.25,157.3,161.15,1528041,241853490.2,158.28,,-2.389078498,160.35,156.338
2273,2003-01-07,TATAMOTORS,158.5,158.5,154.5,155.95,157.3,2197046,342396109.7,155.84,,-0.8582326764,160.0975,156.814
2274,2003-01-08,TATAMOTORS,156.4,160.25,155,159,155.95,2671883,421307004.1,157.68,,1.95575505,160.0125,157.338
2275,2003-01-09,TATAMOTORS,159.5,163.9,159,163.4,159,3584038,579488869.5,161.69,,2.767295597,160.3025,157.893
2276,2003-01-10,TATAMOTORS,163.7,165.8,161.2,164.15,163.4,2564006,421522591.7,164.4,,0.458996328,160.31,158.473
2277,2003-01-13,TATAMOTORS,173,173,160.5,161.1,164.15,1574550,255932972.8,162.54,,-1.858056655,160.3125,158.8
2278,2003-01-14,TATAMOTORS,159.9,163.1,157.1,162.05,161.1,3223629,517026282.2,160.39,,0.5896958411,160.5275,159.108
2279,2003-01-15,TATAMOTORS,162.9,163,161.05,161.65,162.05,993719,160848350.3,161.87,,-0.2468373959,160.7,159.376
2280,2003-01-16,TATAMOTORS,161.65,163.45,161.15,161.6,161.65,1516572,245840992.1,162.1,,-0.03093102382,160.8425,159.683
2281,2003-01-17,TATAMOTORS,161.45,166.8,161.45,166.35,161.6,3584465,591893389.1,165.13,,2.939356436,161.1825,160.111
2282,2003-01-20,TATAMOTORS,166,167.5,163.5,163.8,166.35,1792598,296160246.3,165.21,,-1.532912534,161.46,160.508
2283,2003-01-21,TATAMOTORS,164.45,168.25,164,167.2,163.8,2418674,403254202.6,166.73,,2.075702076,161.8025,160.986
2284,2003-01-22,TATAMOTORS,169.7,169.7,164.1,165.05,167.2,1847070,305783307.7,165.55,,-1.285885167,162.085,161.365
2285,2003-01-23,TATAMOTORS,166,167.3,161.75,163.6,165.05,2662158,437224173.2,164.24,,-0.8785216601,162.1225,161.724
2286,2003-01-24,TATAMOTORS,164,164,157.05,158.65,163.6,1573577,250994849.9,159.51,,-3.025672372,161.9125,161.963
2287,2003-01-27,TATAMOTORS,157.9,157.9,152.25,154.1,158.65,1443501,223560398.5,154.87,,-2.867948314,161.55,161.9
2288,2003-01-28,TATAMOTORS,153.5,156.2,149,152.65,154.1,3111126,470801023.9,151.33,,-0.9409474367,161.1125,161.781
2289,2003-01-29,TATAMOTORS,153.9,154.7,150,152.45,152.65,1048913,160115198.5,152.65,,-0.1310186702,160.6075,161.708
2290,2003-01-30,TATAMOTORS,152,153.9,150.55,151,152.45,1619176,245873045.9,151.85,,-0.9511315185,160.11,161.54
2291,2003-01-31,TATAMOTORS,151,154.7,149.8,153.6,151,1111305,168897408.1,151.98,,1.721854305,159.7325,161.368
2292,2003-02-03,TATAMOTORS,155.9,157.7,153,156.85,153.6,1292078,201648963.3,156.07,,2.115885417,159.71,161.274
2293,2003-02-04,TATAMOTORS,157.25,160.85,157.1,160.2,156.85,1799733,286800602.4,159.36,,2.135798534,159.9225,161.137
2294,2003-02-05,TATAMOTORS,158.9,160,156.7,158.35,160.2,1542529,242965375.5,157.51,,-1.154806492,159.89,161.041
2295,2003-02-06,TATAMOTORS,158,163.95,158,162.95,158.35,1879583,302657828.2,161.02,,2.904957373,159.8675,160.906
2296,2003-02-07,TATAMOTORS,164,165.4,162.55,164,162.95,1971551,324138398.2,164.41,,0.6443694385,159.86,160.802
2241,2003-02-10,TATAMOTORS,164.1,164.25,160,161.05,164,927654,149736803.4,161.41,,-1.798780488,159.8575,160.654
2297,2003-02-10,TATAMOTORS,164.1,164.25,160,161.05,164,927654,149736803.4,161.41,,-1.798780488,159.8075,160.607
2242,2003-02-11,TATAMOTORS,163.2,163.4,160.6,161.35,161.05,710533,115059801.9,161.93,,0.1862775536,159.7925,160.561
2243,2003-02-12,TATAMOTORS,161.4,161.8,158.65,159.9,161.35,886348,141680619.7,159.85,,-0.898667493,159.7075,160.459
2244,2003-02-14,TATAMOTORS,160.9,160.9,157.45,158.55,159.9,621920,98470191.5,158.33,,-0.8442776735,159.3175,160.257
2245,2003-02-17,TATAMOTORS,160.25,163.2,160.25,161.95,158.55,800805,129710521.5,161.98,,2.144433933,159.225,160.211
2246,2003-02-18,TATAMOTORS,163,163.85,160.6,161.15,161.95,1168577,189618856.9,162.26,,-0.4939796233,158.9225,160.214
2247,2003-02-19,TATAMOTORS,162,163.6,161.65,162.1,161.15,1199161,194956876.4,162.58,,0.5895128762,158.775,160.242
2248,2003-02-20,TATAMOTORS,162,162.8,160.15,161.3,162.1,768452,124053137.5,161.43,,-0.493522517,158.66,160.316
2249,2003-02-21,TATAMOTORS,161.5,161.9,160,161.1,161.3,682932,110041251,161.13,,-0.1239925604,158.7825,160.258
2250,2003-02-24,TATAMOTORS,162.2,164.75,162,162.95,161.1,1150140,188003027.9,163.46,,1.148355059,159.225,160.296
2251,2003-02-25,TATAMOTORS,162,163.4,161.05,161.5,162.95,853118,138341129.3,162.16,,-0.8898435103,159.6675,160.371
2252,2003-02-26,TATAMOTORS,162,162.8,159.2,160.05,161.5,1547381,248549947.6,160.63,,-0.8978328173,160.0475,160.408
2253,2003-02-27,TATAMOTORS,159,164.45,158.3,163.2,160.05,1490371,240789811.4,161.56,,1.968134958,160.6575,160.497
2254,2003-02-28,TATAMOTORS,165.4,167.4,162.1,163.15,163.2,3037887,499676660.4,164.48,,-0.0306372549,161.135,160.569
2255,2003-03-03,TATAMOTORS,163.6,166.4,161.1,162.15,163.15,1062622,173824069.3,163.58,,-0.6129328838,161.4,160.647
2256,2003-03-04,TATAMOTORS,161.05,161.95,155.55,156.2,162.15,2092011,330903163.4,158.17,,-3.669441875,161.2,160.564
2257,2003-03-05,TATAMOTORS,155.8,156.2,153.25,155.8,156.2,1480930,229092818.1,154.7,,-0.2560819462,161.0725,160.492
2258,2003-03-06,TATAMOTORS,155.4,155.9,153.75,154.7,155.8,1594038,246699475.7,154.76,,-0.7060333761,160.66,160.329
2259,2003-03-07,TATAMOTORS,155.9,156.2,153.3,154.6,154.7,2619607,405946995.9,154.96,,-0.06464124111,160.19,160.164
2260,2003-03-10,TATAMOTORS,154.9,157.25,153.8,154.95,154.6,1523011,236637734.3,155.37,,0.2263906856,159.885,160.036
2261,2003-03-11,TATAMOTORS,154,155.9,148.7,153.3,154.95,2496326,377433698,151.2,,-1.064859632,159.4975,159.874
2262,2003-03-12,TATAMOTORS,153.8,153.8,150.7,151.2,153.3,945427,143764276.1,152.06,,-1.369863014,158.99,159.647
2263,2003-03-13,TATAMOTORS,151.9,151.9,148.65,150.55,151.2,1236177,185340197.6,149.93,,-0.4298941799,158.5225,159.439
2264,2003-03-17,TATAMOTORS,150,151.25,147.6,150.15,150.55,1246316,185791799.9,149.07,,-0.265692461,158.1025,159.219
2265,2003-03-19,TATAMOTORS,151.9,154.35,150.5,153.05,150.15,1625754,249078331.6,153.21,,1.931401931,157.6575,159.134
2266,2003-03-20,TATAMOTORS,152.95,159.9,151.5,159.1,153.05,1481298,231417011.7,156.23,,3.95295655,157.555,159.197
2267,2003-03-21,TATAMOTORS,159,162,157.5,160.95,159.1,1013425,162373606.6,160.22,,1.162790698,157.4975,159.236
2268,2003-03-22,TATAMOTORS,161.5,163.4,161.5,162.75,160.95,279959,45540046.55,162.67,,1.118359739,157.57,159.223
2214,2003-03-22,TATAMOTORS,161.5,163.4,161.5,162.75,160.95,279959,45540046.55,162.67,,1.118359739,157.6525,159.195
2215,2003-03-24,TATAMOTORS,162.1,162.6,158,158.55,162.75,1046138,166466658.5,159.12,,-2.580645161,157.4325,159.144
